p
971
idx PDG vx vy vz vt px py pz
364 22 -184.634 -251.544 1535 7.58577 -0.040631 -0.022438 0.138439
365 22 -22.4152 141.741 1535 6.72072 -0.063563 0.417435 6.36498
366 2112 -131.157 203.981 1535 16.4396 -43.394 43.2454 349.736
367 22 194.514 -216.452 1535 8.40339 -0.00642256 -0.0435134 0.22293
368 22 -70.6432 -273.041 1535 6.63575 -0.0509145 -0.488083 3.21773
369 22 -286.496 243.921 1535 7.12743 -0.201738 0.113957 0.92702
370 22 -233.471 -196.857 1535 11.1373 -0.76135 -0.514569 4.3974
371 22 10.4579 24.765 1535 6.79463 0.191089 0.101859 5.64887
372 22 -29.7795 254.215 1535 7.15672 -0.178994 0.734087 4.39028
373 22 -211.22 -65.7457 1535 11.205 -0.237674 0.184539 1.75901
374 2112 -221.973 -214.121 1535 15.0298 -49.2697 -47.0037 391.437
375 2112 51.5388 -254.666 1535 27.743 8.31629 -32.2568 185.488
376 22 -259.554 99.6376 1535 6.84424 -0.778798 0.210136 4.85078
377 2112 84.8353 170.348 1535 26.2083 -2.29406 38.0608 199.629
378 22 28.8648 -210.76 1535 6.99737 0.144868 -0.0645573 1.19856
379 22 258.067 -178.509 1535 7.04874 1.11603 -0.610337 5.80027
380 22 32.2431 26.8474 1535 15360.2 0.0148491 -0.0108365 1.30208
381 22 -21.0747 -113.192 1535 6.38213 0.0365406 -0.103349 2.45974
382 2112 -106.471 -183.906 1535 24.1158 -18.1047 -24.1984 216.906
383 22 40.6449 -70.8147 1535 6.3423 0.321327 0.122575 4.90221
384 2112 -299.996 187.489 1535 26.3152 -32.1225 18.3466 203.627
385 22 181.648 193.993 1535 7.18099 0.490754 0.644553 4.43332
386 22 38.7707 -18.7558 1535 7.0304 0.00111569 -0.000241831 0.0327516
387 2112 37.5463 -119.124 1535 30.9371 5.22266 -10.8129 163.706
388 22 -288.867 278.857 1535 7.21714 -0.572307 0.349236 1.80946
389 2112 87.8969 -105.303 1535 28.2267 -11.9068 1.85472 180.645
390 2112 -222.932 10.7362 1535 17.8228 -56.7777 -8.77758 310.405
391 22 133.369 184.803 1535 106.796 0.946628 1.157 4.18457
392 2112 -156.55 -90.7077 1535 92.9023 -8.67445 7.42178 50.3672
393 22 177.081 -100.933 1535 6.94304 0.150861 -0.0754017 1.48768
394 22 265.88 269.201 1535 6.99638 0.738655 0.674724 3.75311
395 22 -256.416 -32.0606 1535 8.20496 -1.37067 -0.108043 5.99282
396 2112 -45.3938 -268.279 1535 24.0216 0.498411 -40.3579 209.806
397 22 214.006 -138.116 1535 7.71948 0.208941 -0.0839089 1.64441
398 2112 -17.2915 40.6266 1535 16.5619 -5.7299 9.21747 342.987
399 22 -136.38 108.308 1535 7.05143 -0.528379 0.281414 5.86213
400 22 -297.672 262.994 1535 1596.75 -0.200172 0.466445 2.12234
401 2112 -282.775 44.6197 1535 313.796 -0.493941 1.88678 11.662
402 2112 -115.175 145.695 1535 33.3939 -7.16032 25.6194 152.709
403 22 129.017 152.777 1535 6.98774 0.172817 0.147759 1.55178
404 22 -90.426 -166.61 1535 7.81776 -0.199178 -0.11843 2.37545
405 2112 243.802 76.0547 1535 21.6551 37.9743 13.5033 246.15
406 22 -157.603 -171.5 1535 197.792 -0.00548391 -0.00389564 0.0861894
407 22 -174.868 -250.785 1535 45.4379 -0.0802241 -0.075839 0.556929
408 22 -54.8748 -99.5567 1535 12.3798 -1.66881 0.415466 9.03839
409 22 215.178 84.0835 1535 100.123 0.279684 0.465427 2.11359
410 2112 19.9127 241.766 1535 42.6268 -8.25967 17.8509 117.522
411 22 183.414 56.1742 1535 7.09929 0.702179 0.394269 4.52763
412 22 -149.282 131.747 1535 7.91052 -0.00730536 0.00771924 0.0435377
413 2112 14.2364 -94.2035 1535 30.8087 17.5553 -16.9673 161.03
414 2112 -180.31 174.722 1535 21.8962 -32.4313 25.3247 243.702
415 22 206.556 -123.45 1535 7.01256 0.351503 -0.191273 2.89506
416 22 -223.123 -28.0952 1535 436.681 -0.0132557 0.00933388 0.044442
417 22 -112.19 245.845 1535 130.556 -0.0960433 0.528639 2.11354
418 2112 -46.0014 -214.706 1535 26.0984 -4.85538 -23.5237 199.784
419 22 -247.545 -92.766 1535 7.01736 -1.43294 -0.333718 9.43801
420 22 -29.9616 255.298 1535 8.0499 0.00364243 0.00310707 0.037621
421 2112 52.5446 -281.9 1535 20.3367 1.12986 -56.4407 266.603
422 2112 186.278 -5.14986 1535 20.2478 35.8572 1.47753 265.652
423 22 69.5801 -279.729 1535 55.6511 -0.0262175 -0.235533 0.830354
424 22 -295.977 237.418 1535 9.13272 -0.197955 -0.0148225 0.470865
425 2112 127.306 -114.509 1535 19.3767 33.1882 -18.9466 281.719
426 22 -204.353 -204.706 1535 87.1133 -0.13314 -0.0250294 0.461383
427 22 166.843 112.454 1535 227.432 0.446046 0.205898 2.12622
428 22 195.598 -139.011 1535 1841.03 2.41243 -1.42587 8.83388
429 22 -181.358 123.049 1535 7.38909 -0.612249 0.431388 4.25325
430 22 44.8496 -87.6069 1535 6.96149 0.156773 -0.3342 3.64588
431 22 -157.745 92.6618 1535 9.45633 -0.191891 0.351867 4.42725
432 22 195.559 -190.016 1535 6.47646 0.637155 -0.616039 4.36609
433 22 143.063 -9.94806 1535 82.5879 0.439295 0.38764 2.10244
434 22 283.579 -160.084 1535 6.61684 0.719267 -0.449403 4.83976
435 22 -234.678 -31.2752 1535 10.2451 -0.0209988 0.0109347 0.108149
436 2112 97.0558 -109.312 1535 17.9016 27.7196 -17.9851 308.667
437 22 -92.4646 -28.5317 1535 371.599 -0.558042 -1.10925 9.18466
438 22 -48.0699 -243.014 1535 2139.28 -0.0706115 -0.182079 1.0914
439 2112 -28.2814 -191.293 1535 27.3542 -4.02244 -19.1941 189.981
440 2112 -268.711 226.788 1535 16.5011 -52.8632 56.3219 344.88
441 22 144.664 162.757 1535 8.2715 0.0145607 0.018808 0.0606028
442 22 -250.277 133.356 1535 7.27453 -0.0484602 0.0203339 0.27599
443 2112 -31.3119 -180.954 1535 15.9492 -8.23372 -42.6454 357.595
444 22 -235.211 181.155 1535 6.90161 -0.431425 0.380572 2.97322
445 22 -87.1307 -47.1749 1535 6.93293 -0.158621 -0.0502087 2.6875
446 22 -134.234 -164.98 1535 7.07619 -0.284029 -0.525786 3.74054
447 22 -20.8123 -20.2777 1535 7.60406 -0.0251591 0.0313674 0.171403
448 22 -277.287 279.566 1535 6.65066 -0.0414631 0.0252175 0.230145
449 22 -255.771 279.842 1535 12.5143 -0.00797015 0.0196727 0.0528905
450 22 75.4176 -88.6386 1535 6.87649 0.00539175 0.00428763 0.125778
451 2112 -16.6233 -161.871 1535 19.6002 -7.64894 -41.4892 277.576
452 2112 -209.001 61.1657 1535 28.4419 -27.9206 -4.926 183.401
453 22 -270.595 -92.1226 1535 7.17204 -0.0406997 -0.0226793 0.13314
454 2112 -34.7945 4.01512 1535 18.3957 -0.866612 5.58545 298.405
455 2112 -169.031 -268.621 1535 22.7209 -30.8935 -48.4523 234.088
456 2112 -244.95 -297.019 1535 17.5189 -38.2458 -82.1689 316.184
457 2112 140.661 157.693 1535 35516 0.0164853 -0.0023737 0.146027
458 22 205.749 207.906 1535 854.114 0.325667 0.405523 2.11932
459 22 290.92 -21.8497 1535 199.924 0.0390874 0.0278982 0.156803
460 2112 28.9026 226.057 1535 20.4032 8.90928 45.5112 265.516
461 2112 110.451 228.49 1535 27.7598 38.7159 43.5354 172.122
462 22 226.604 -161.301 1535 6.82131 0.353817 -0.306503 2.5884
463 22 -228.271 -8.54971 1535 247.34 -0.694356 0.223011 2.42243
464 22 145.474 32.8829 1535 6.56549 0.337672 0.536832 3.64419
465 22 -279.963 -129.139 1535 8.39285 -0.0600349 0.00504134 0.101397
466 2112 -166.856 -8.37366 1535 24.1296 -22.8162 4.00606 216.118
467 2112 -29.3333 -124.615 1535 36.3643 -12.0183 1.23693 117.571
468 22 148.009 126.187 1535 6.7875 0.283684 0.197465 2.40684
469 22 131.59 -25.1628 1535 8.26662 0.0349855 0.0197652 0.233556
470 2112 -6.66561 -67.1134 1535 16.3095 -4.5659 -13.0587 347.155
471 22 -156.372 -205.078 1535 138.925 -0.0659516 0.0135871 0.342342
472 22 221.006 68.7067 1535 6.64495 0.00682446 0.000486784 0.141652
473 22 -116.866 -47.998 1535 200.821 -0.00213512 0.00381268 0.0474908
474 22 135.28 -138.883 1535 6.96302 0.192874 -0.186149 2.36057
475 22 196.493 2.5841 1535 7.42577 0.00768724 0.000262972 0.0874215
476 22 105.766 101.547 1535 6.8167 0.45744 0.630648 6.67037
477 22 -162.387 7.58205 1535 7.21313 -0.0293675 0.00218278 0.270993
478 22 135.018 -228.318 1535 2189.83 -0.0188721 -0.0154454 0.220636
479 2112 134.562 49.0661 1535 16.7341 34.1012 13.1881 336.625
480 22 -254.941 -160.827 1535 6.41789 -0.534207 -0.323495 3.43857
481 2112 98.3342 236.803 1535 20.3409 -2.20935 73.2563 265.509
482 22 81.2413 -245.515 1535 7.13643 0.320763 -0.76295 4.45197
483 22 80.0128 -268.518 1535 112.595 -0.0169881 -0.0894197 2.18031
484 11 133.119 234.194 1535 538.545 0.0449684 0.244903 1.00156
485 22 -296.451 -146.865 1535 7.51797 -0.108089 0.0108183 0.364338
486 22 -37.4043 95.5249 1535 9098.87 -0.153143 0.0305472 1.8852
487 2112 231.57 -123.669 1535 15.8782 62.2219 -27.1794 362.075
488 22 146.91 179.164 1535 6.47173 0.524637 0.649105 4.71594
489 22 59.99 -79.4394 1535 448.951 -0.0267088 -0.0187613 0.446086
490 22 115.818 -264.839 1535 7.26813 0.0309601 -0.109118 0.498251
491 22 270.55 -192.817 1535 15.5703 0.178225 -0.34676 1.8648
492 22 109.781 196.349 1535 7.5105 -0.0235565 0.0544415 0.187454
493 22 266.09 239.164 1535 6.8488 0.558926 0.554123 3.08096
494 22 141.117 -278.396 1535 6.89782 0.146905 -0.207045 1.28012
495 2112 -286.224 181.053 1535 25.2912 -46.3221 21.1251 208.18
496 11 -65.8565 86.9125 1535 54.4912 0.566064 -0.339281 5.60618
497 2112 100.299 5.19285 1535 20.7299 23.4726 -1.11876 259.382
498 22 214.876 -100.604 1535 7.11483 0.0484726 -0.00525531 0.324983
499 2112 -284.899 211.453 1535 23.071 -42.6394 42.6853 231.304
500 22 11.8501 -166.348 1535 7.36188 -0.127176 -0.080112 1.00494
501 2112 286.665 -186.81 1535 54.2824 20.5716 -14.4175 90.8824
502 22 -53.5798 219.495 1535 7.24736 -0.0582689 0.10926 0.538327
503 22 282.015 136.625 1535 7.24914 0.115807 0.229559 0.92721
504 22 125.869 -48.2645 1535 7.1797 0.17673 -0.106264 3.15557
505 2112 -83.3433 -77.4439 1535 26.9622 -33.9298 -29.4329 183.084
506 2112 186.939 -59.3902 1535 51.6972 14.793 15.1404 98.5202
507 22 53.2152 -294.613 1535 6.50239 0.0864205 -0.383062 2.23448
508 22 -18.3794 -124.811 1535 6.9128 -0.260355 -0.0506305 3.90099
509 22 -19.7917 176.575 1535 121.803 0.599297 0.949215 4.69239
510 22 270.17 102.511 1535 8.43082 0.0028835 -0.0041357 0.149702
511 22 159.796 232.801 1535 6.93724 0.469804 0.51129 4.43822
512 22 220.85 -59.817 1535 7.15525 0.775481 -0.10257 3.60808
513 22 193.933 -94.8937 1535 9.88866 1.07365 -0.716029 4.73228
514 22 135.539 -223.301 1535 13.7337 0.00428197 -0.00597154 0.0241661
515 22 -121.221 194.008 1535 82.5494 -0.337186 0.539465 4.39902
516 22 217.168 -26.1455 1535 6.91323 1.07514 -0.0436209 8.5948
517 2112 -234.571 -63.2608 1535 20.3354 -47.2471 12.9065 271.636
518 22 188.212 185.159 1535 6.86127 0.626765 0.620326 5.62503
519 22 -263.849 207.786 1535 6.86565 -0.765654 0.503698 4.71919
520 2112 -78.5021 -123.08 1535 19.5196 -9.01456 -1.55105 277.72
521 22 -98.3944 -127.112 1535 6.92877 -0.120279 -0.109545 1.64781
522 22 132.861 -288.131 1535 7.12117 0.477032 -0.944004 4.38872
523 22 94.9456 -53.1405 1535 7.05679 0.0179269 0.000282433 0.974028
524 2112 160.231 77.8984 1535 22.7128 23.9467 22.8242 242.658
525 22 141.436 127.552 1535 7.62728 0.267518 0.0988865 1.6894
526 22 -106.773 -87.3891 1535 7.36992 -0.0087975 -0.0150932 0.133182
527 22 -80.5182 201.835 1535 11.1681 -0.0100057 0.0510445 0.296689
528 22 -237.745 203.46 1535 377.164 -0.397146 0.369121 2.1138
529 22 224.455 106.394 1535 6.52257 0.021467 0.0013516 0.13027
530 2112 137.496 130.079 1535 16.1203 41.3228 35.3622 351.932
531 2112 175.807 47.9119 1535 18.5933 41.0838 10.6164 295.392
532 22 -119.65 -154.354 1535 7.39589 -0.0350142 -0.103933 0.4711
533 2112 2.11068 -146.152 1535 17.4359 -0.0717921 -25.9929 319.802
534 2112 91.5626 -65.2564 1535 52.9897 6.77158 -8.07894 92.0361
535 22 -65.543 55.429 1535 6.6993 0.00692487 0.0252852 0.310553
536 22 65.6149 -128.356 1535 479.957 0.0791871 0.0221487 0.496083
537 22 -143.426 -284.817 1535 479.497 -0.100026 -0.175302 0.90748
538 2112 -131.846 -104.402 1535 15.0765 -27.6642 -22.5463 384.855
539 2112 -261.74 -68.9989 1535 19.0546 -50.6631 -18.0992 286.748
540 2112 -78.5089 -23.8557 1535 33.6415 -17.3311 -7.46 148.362
541 2112 147.267 215.308 1535 22.196 33.5485 50.4743 238.067
542 22 214.179 -180.827 1535 6.78856 0.725165 -0.628158 5.71854
543 2112 152.421 -14.6839 1535 19.0707 35.5963 -0.616263 286.664
544 22 -243.371 132.409 1535 7.16838 -0.0979986 0.022554 0.616144
545 22 -165.702 266.706 1535 7.45346 -0.0412966 0.0535327 0.160616
546 2112 -178.453 164.6 1535 21.3329 -11.9707 9.85541 255.255
547 22 -160.086 -13.4775 1535 360.798 -0.154571 -0.0498479 0.536288
548 22 -276.516 -246.875 1535 6.95161 -0.188466 -0.198715 1.36325
549 2112 167.294 216.709 1535 37.7273 13.4288 37.435 130.263
550 2112 145.432 -230.119 1535 43.6004 12.5985 -19.6768 113.647
551 22 166.628 -35.9041 1535 6.41245 0.303693 -0.0933114 2.29376
552 22 -286.489 238.44 1535 7.13719 -0.0489085 0.0455142 0.282052
553 2112 86.3484 -259.977 1535 31.0632 5.89125 -29.4111 155.889
554 2112 165.178 -162.834 1535 18.578 28.9387 -45.5668 294.881
555 22 1.73119 -227.694 1535 11.3624 -0.00383586 -0.00187588 0.050471
556 2112 86.3937 -133.662 1535 25.8387 26.807 -12.6188 203.808
557 22 -49.5831 -37.8593 1535 11.9513 0.0171545 -0.0572368 0.409579
558 2112 -189.274 -201.935 1535 24.4742 -34.6458 -9.60191 208.184
559 2112 -131.683 -142.046 1535 32.0288 -17.1715 -25.542 150.047
560 22 219.608 9.84926 1535 7.42451 0.194701 0.0256399 0.586085
561 2112 -197.059 123.311 1535 17.8559 -45.5199 3.39727 313.971
562 2112 16.1958 99.1856 1535 19.3272 33.988 36.3929 276.142
563 22 111.405 -32.8603 1535 6725.3 0.19802 0.0619486 4.43851
564 22 233.683 97.1091 1535 711.579 1.09531 0.68326 4.25235
565 22 -220.451 -29.5496 1535 7.13416 -1.11635 -0.37404 8.03553
566 11 -137.98 257.997 1535 6.70429 -0.651586 0.622568 5.31182
567 22 17.5974 -152.033 1535 6.86667 0.137881 -0.482497 4.07512
568 22 195.681 201.175 1535 7.35814 0.000879402 0.0769074 0.310149
569 22 229.278 6.6771 1535 7.04146 0.526188 -0.0871455 3.71521
570 22 -231.748 -51.4328 1535 6.28767 -0.680099 -0.076108 5.60279
571 2112 -51.158 195.493 1535 18.6685 -2.79983 40.8174 293.14
572 22 -294.365 -32.5229 1535 6.8005 -0.785737 -0.188609 3.99893
573 2112 -132.516 -87.0451 1535 21.0903 -16.0886 -12.1529 255.949
574 2112 52.8591 -114.101 1535 22.171 18.2487 -36.1808 241.997
575 22 -152.922 75.2471 1535 289.042 -0.0429247 0.0402008 0.174098
576 2112 204.814 240.56 1535 16.997 42.4741 54.1935 334.728
577 2112 30.334 -191.295 1535 31.9753 -8.76081 -24.7813 144.459
578 22 8.38218 -77.211 1535 24.6548 -0.00244458 -5.55483e-05 0.0597546
579 2112 81.0608 167.578 1535 21.6296 8.04216 29.747 247.73
580 2112 85.2407 104.196 1535 19.0446 2.11408 15.2722 288.607
581 22 94.7065 9.41639 1535 9.29966 0.217829 -0.0528932 1.97937
582 22 -29.8513 161.916 1535 10.3651 0.0305942 1.02043 5.99517
583 2112 -47.1258 -177.843 1535 17.6673 -10.9734 -33.3893 314.478
584 22 260.324 -209.099 1535 7.05391 0.913391 -0.848436 5.17341
585 22 -265.962 161.375 1535 6.44891 -0.169007 0.0590944 1.39708
586 22 159.676 130.274 1535 155.322 0.69403 1.02505 4.26627
587 22 -37.5709 -36.4648 1535 7.46029 -0.000523186 0.0145926 0.081575
588 22 -151.159 -290.681 1535 7.16369 -0.853733 -1.85939 9.64169
589 2112 128.833 -2.32955 1535 25.2687 12.774 6.13679 206.737
590 22 138.74 -133.363 1535 10.2778 0.668308 -0.367017 3.06324
591 2112 82.4908 -136.732 1535 20.565 17.0975 -30.3199 261.041
592 22 69.404 -103.759 1535 7.05991 0.404021 -0.0596741 3.5557
593 2112 -25.2337 165.3 1535 37.2296 -5.28883 13.6875 133.513
594 2112 -182.598 -281.321 1535 45.3777 -12.0979 -2.23761 106.587
595 22 -44.5948 192.936 1535 6.45539 0.00754763 0.649037 4.85992
596 22 -83.4399 54.8965 1535 6.83927 -0.274012 0.058234 4.03582
597 22 -287.659 117.509 1535 103.257 -0.372698 0.0806563 0.945134
598 2112 22.6744 -33.2153 1535 17.2914 2.55782 -30.1719 325.326
599 22 -190.035 27.5733 1535 7.10607 -0.782068 0.000147458 5.54813
600 2112 153.985 3.96255 1535 22.7793 65.0875 1.4574 211.637
601 2112 -245.02 84.9256 1535 3877.57 -0.0202574 0.127054 1.25886
602 2112 156.706 275.781 1535 18.6246 34.906 60.9745 295.458
603 22 186.2 26.9784 1535 189.592 0.0602313 0.0424812 0.37644
604 22 147.185 -91.5709 1535 6.63136 0.637097 -0.444511 5.39603
605 11 -23.7779 -61.3666 1535 7.02852 -0.146701 -0.0372614 2.10225
606 22 230.428 -174.111 1535 7.80033 0.00607077 -0.00750372 0.0537343
607 22 -228.746 -131.524 1535 96.3661 -0.0210997 -0.0506786 0.271027
608 22 -140.844 -201.065 1535 6.5293 -0.729442 -0.728756 6.08869
609 2112 163.013 187.234 1535 13520.7 0.0254768 0.00950444 0.371258
610 22 -266.583 -65.3503 1535 7.05079 -0.209191 -0.0145069 1.42258
611 22 -144.559 178.727 1535 8.06912 -0.0177639 -0.00562157 0.174962
612 2112 -41.9256 -107.282 1535 26.3472 -10.0885 -17.4946 203.672
613 22 84.3865 -285.587 1535 6.78808 0.219677 -0.589691 3.38575
614 22 31.753 152.39 1535 236.274 0.0263065 0.09253 0.380595
615 2112 86.0419 -231.398 1535 27.9002 24.9333 -21.7995 187.312
616 2112 -125.748 126.11 1535 20.9365 -17.206 7.8338 261.116
617 2112 290.356 -68.0305 1535 19.7471 58.5934 -15.2183 282.267
618 2112 58.2382 267.708 1535 45.0209 -12.5012 17.8607 112.461
619 22 -189.171 100.152 1535 118.896 -0.39461 0.293901 2.12625
620 22 21.1334 202.509 1535 6.51033 0.0311541 0.364415 1.93512
621 22 290.517 10.3644 1535 7.69103 2.00172 0.345087 9.1548
622 22 173.879 -105.486 1535 6.83003 0.449261 -0.167976 4.05284
623 22 -54.6669 253.1 1535 106.985 -0.0308553 0.0378165 0.160471
624 22 -234.705 -233.031 1535 6.46632 -1.12646 -1.53786 9.01448
625 2112 66.6595 -286.111 1535 45.8907 23.4509 -2.13733 109.67
626 22 -231.8 285.378 1535 6.92874 -0.682071 0.791386 4.16502
627 2112 12.2782 -213.639 1535 30.5877 2.14505 -25.8986 165.35
628 22 -147.248 248.367 1535 6.42925 -0.427789 0.834928 4.5773
629 2112 -277.244 -42.2088 1535 40.3186 -30.8236 -6.73897 124.134
630 2112 -279.527 264.824 1535 19.0385 -58.6369 42.8318 287.502
631 22 9.47235 124.51 1535 7.68471 -0.0117053 -0.00605684 0.316083
632 22 286.264 160.598 1535 629.315 0.573637 0.413365 2.42834
633 22 192.482 -139.868 1535 208.837 1.30167 -0.790303 4.17475
634 2112 11.2231 -97.7071 1535 29.4044 -10.7306 -8.95088 173.662
635 22 -44.3627 -251.049 1535 1187.96 0.191003 -0.104924 2.1713
636 22 177.587 -140.564 1535 7.17755 0.412352 -0.476067 3.83873
637 22 -68.3299 99.18 1535 7.48716 -0.0587316 0.0576276 0.25809
638 2112 -94.7974 77.985 1535 19.5387 -27.2213 -0.880023 279.355
639 22 30.158 -236.124 1535 8.81888 0.00732391 -0.0202326 0.0799913
640 22 -119.081 -229.495 1535 725.555 -0.196832 -0.346531 2.26204
641 2112 142.655 221.143 1535 18.6732 34.4975 52.7781 295.552
642 2112 237.571 141.901 1535 21.1942 33.0472 20.9735 253.691
643 22 -104.381 -290.295 1535 6.94256 -0.145256 -0.393836 2.16236
644 2112 -290.323 -98.757 1535 22.5205 -39.3091 -30.9419 243.155
645 2112 185.902 171.933 1535 16.876 54.044 28.2261 334.333
646 2112 235.663 17.2965 1535 16.5674 58.381 3.65199 341.638
647 2112 -101.312 -159.578 1535 68.1511 -9.86722 -5.70716 74.6
648 2112 34.0755 16.9651 1535 15.2312 13.5645 1.42943 379.478
649 22 204.811 275.872 1535 6.81839 0.892372 1.21277 6.86717
650 2112 -117.113 221.844 1535 25.4057 -33.1883 22.3426 205.93
651 22 205.465 81.271 1535 6.95148 0.178721 0.406415 2.89538
652 22 179.806 -171.341 1535 9.05157 0.435166 -0.607226 6.47857
653 22 138.611 226.289 1535 9.00673 0.295088 0.874383 4.38572
654 22 297.712 184.694 1535 6.87007 1.96319 0.9353 9.57474
655 22 -195.788 -178.833 1535 41.3332 0.00213618 0.126277 2.17912
656 22 -215.625 -16.7198 1535 7.48322 -0.00898459 -0.00527049 0.0673703
657 22 -34.1343 -167.418 1535 201.584 -0.102406 -0.320032 1.48173
658 2112 -145.898 -52.3652 1535 21.1487 -37.785 -10.9351 254.83
659 22 138.706 -215.228 1535 6.55336 0.358591 -0.360957 2.9291
660 22 8.34951 -20.8653 1535 7.73751 0.0914048 -0.0202407 3.71055
661 22 -235.989 -177.423 1535 609.733 -1.32189 -0.619687 4.59922
662 22 193.397 -233.424 1535 265.178 0.203673 -0.0948085 1.06446
663 22 35.911 258.171 1535 6.46215 -0.0593365 0.271916 1.75358
664 22 -183.151 109.964 1535 6.95846 -0.14965 0.0746512 0.949916
665 2112 -8.22234 -118.683 1535 35.5221 -0.799707 -12.8658 142.847
666 22 -213.091 -232.694 1535 6.65595 -0.620626 -0.927359 5.25069
667 22 -14.2638 60.7958 1535 96.1757 0.0184902 0.0143353 0.121915
668 22 -144.028 -191.347 1535 706.411 -0.0976032 -0.0493471 0.396722
669 22 64.6701 -113.625 1535 8.09371 0.0291526 -0.0448746 0.276472
670 22 -166.831 -147.758 1535 7.09399 -0.337173 -0.3787 2.57235
671 2112 23.2957 -128.405 1535 15.9126 12.0524 -28.7067 358.902
672 2112 240.145 -222.245 1535 17.8365 58.5684 -43.5485 310.657
673 2112 -11.6917 -48.8178 1535 17.1847 -21.7332 0.649486 327.958
674 2112 -170.423 -233.825 1535 36.0901 -18.3967 -35.3699 135.669
675 2112 -104.603 36.4312 1535 16.7868 -27.3425 3.30732 335.199
676 22 -141.478 128.627 1535 7.97017 -0.217146 0.172801 3.75436
677 2112 170.351 193.034 1535 39.3644 20.3828 15.5941 126.332
678 2112 -223.057 -123.077 1535 314.312 -0.00449437 -1.47848 16.7534
679 22 196.934 83.3339 1535 373.624 1.02244 0.79059 4.24992
680 2112 172.493 -18.9486 1535 14.9867 42.3605 2.49148 387.842
681 2112 -274.616 180.207 1535 18.4909 -51.2458 35.4338 297.943
682 22 173.798 -78.033 1535 9.17556 0.577619 -0.500186 4.35811
683 22 -159.688 -228.446 1535 7.09243 -0.926608 -1.45759 8.68377
684 2112 55.3019 -146.35 1535 18.5743 16.6591 -26.5131 295.076
685 22 -210.149 82.8077 1535 6.9154 -1.0219 0.522958 7.83224
686 22 -124.003 -298.398 1535 7.2071 -0.670656 -1.63615 6.8388
687 22 -275.321 89.3943 1535 10.241 -0.00543845 -0.00123479 0.0401339
688 22 -226.279 -150.823 1535 6.82843 -0.0822091 -0.0715855 0.499236
689 22 216.174 -109.988 1535 6.90676 0.723617 -0.415847 5.80557
690 22 140.825 -22.4842 1535 290.402 0.17772 0.0215434 2.17485
691 2112 267.263 9.83511 1535 28.2053 29.8065 8.09797 189.026
692 2112 107.893 -221.663 1535 21.9239 20.9605 -30.1789 243.506
693 22 226.068 -136.987 1535 3386.6 0.200109 0.063737 1.94678
694 22 -116.689 130.44 1535 419.449 0.104878 0.345556 2.15218
695 22 71.0729 -33.1849 1535 10.6946 0.00424784 0.00669871 0.153137
696 2112 257.322 -13.3345 1535 17.4856 53.7242 -6.62139 321.156
697 22 -137.465 211.119 1535 6.99332 -0.723879 1.60847 6.84037
698 11 -142.393 -71.1326 1535 7.09542 -0.431947 -0.199113 1.88344
699 2112 -288.461 -95.1312 1535 53.7959 -24.1726 13.2149 91.1708
700 22 -251.368 69.5155 1535 7.10469 -0.0949602 0.0745669 0.650846
701 2112 133.412 180.881 1535 42.7017 16.0448 8.42738 120.254
702 2112 179.144 153.312 1535 17.7936 47.4932 41.7859 312.147
703 2112 -235.526 5.06177 1535 16.8364 -53.8199 19.9266 336.255
704 22 -154.077 23.0157 1535 256.258 -1.04506 0.454593 4.68918
705 22 -236.904 -45.0455 1535 7.90341 -0.00051892 -0.0298896 0.321569
706 2112 -36.3752 -260.293 1535 15.7873 -5.98431 -58.8516 362.697
707 22 32.9446 -104.366 1535 6.961 -0.0422594 -0.371129 4.47471
708 2112 245.686 -273.227 1535 17.9878 44.5982 -92.3424 300.81
709 22 -148.26 232.044 1535 81.4474 -1.15442 1.30049 4.09005
710 2112 96.1144 -162.781 1535 15.4502 23.1247 -53.0276 371.547
711 22 -198.386 -41.3167 1535 6.58791 -0.323709 0.269255 3.31446
712 22 71.9898 100.154 1535 123.418 0.00642766 0.0732445 0.505682
713 2112 246.91 273.733 1535 23.9686 37.9509 44.8844 219.417
714 22 135.264 -75.7595 1535 7.0434 0.534184 -0.27716 5.32856
715 22 -6.2358 132.742 1535 6.71865 -0.00372451 0.222235 2.02621
716 22 -285.261 -73.9055 1535 8.51851 0.000723442 -0.00510742 0.0536143
717 22 -264.58 85.2687 1535 7.05766 -0.0394639 0.00202448 0.74584
718 2112 -243.141 115.327 1535 17.9442 -51.4535 18.7631 307.811
719 22 4.39442 -276.802 1535 6.95165 -0.0728778 -0.752376 4.39231
720 22 36.5965 290.409 1535 7.03818 -0.0108309 0.0477494 0.128027
721 22 86.8315 -210.825 1535 7.08164 0.088047 -0.132123 1.02941
722 22 -118.025 171.759 1535 7.84575 -0.0120346 0.00767645 0.0481526
723 22 -292.85 93.9437 1535 7.23952 -0.685218 0.0966792 3.01282
724 2112 -13.7601 -261.794 1535 111.325 4.55495 -1.86735 37.2455
725 22 125.945 90.9463 1535 782.193 -0.0370119 0.522538 2.1184
726 2112 -276.066 249.534 1535 29.3344 -32.4001 30.5165 174.736
727 22 -2.04572 298.807 1535 6.76257 -0.00916358 0.835405 5.10258
728 22 -257.765 297.579 1535 7.67545 -1.62169 1.42028 7.11709
729 22 38.5345 219.82 1535 7.15628 -0.0262624 0.675158 4.40557
730 22 -247.832 185.053 1535 7.44129 -0.0114321 0.0120722 0.0362215
